m_bar,vmax,r_vmax,g_bar,g_obs
1679539415.4118688,67.1087,8.465013286093889,3.2678944284676702e-12,1.7241550053621705e-11
1216312370.8296428,64.057,12.524062592264542,1.0811545260204808e-12,1.0617793159021704e-11
757085916.7404783,77.3123,10.06436374372601,1.0420909497904248e-12,1.9246739218536917e-11
395807499.2618837,66.5027,15.297018010038382,2.358324529189841e-13,9.369535853047145e-12
493076468.851491,69.9841,14.595659875996457,3.227007049148901e-13,1.0874801261905248e-11
347490404.48774725,73.8756,9.714201358134043,5.134069218198496e-13,1.8207119404982825e-11
3321552996.7522883,90.4126,3.554472984942427,3.6654209378447445e-11,7.452963573057524e-11
3496309418.364334,88.528,3.2502214348981404,4.6144194113675773e-11,7.814382316027398e-11
583451431.9456747,73.4486,11.657366400944788,5.986002886946529e-13,1.499729370914853e-11
915721877.7679362,73.2713,10.193829347505167,1.2286324405135153e-12,1.7067768143254298e-11
449601417.1833481,69.0275,15.599940950693828,2.5758161886440823e-13,9.898460042894372e-12
525214053.7348686,69.3975,3.7950989075878363,5.0842072590955446e-12,4.1125467858378535e-11
3761706524.948332,88.3009,5.489075878358429,1.74068243757354e-11,4.603385287981068e-11
2246412754.6501327,81.441,3.630056096840862,2.3768183360609934e-11,5.921328541991371e-11
1394405078.2403307,68.6019,10.992471213463242,1.6089086535185701e-12,1.3874688791896302e-11
605653971.06584,68.9905,13.505462060820786,4.629550015363345e-13,1.1421297317009081e-11
80380868.0248007,62.4554,13.02317685267198,6.607724403719483e-14,9.70664953877957e-12
5415633303.808681,171.579,0.37850605255388253,5.270316526282778e-09,2.5205872529313542e-09
729908473.5754355,80.1797,6.820637732506643,2.1875175434548948e-12,3.054570619368019e-11
3303557720.6967816,85.0861,4.367581930912312,2.414531546116418e-11,5.371832650077233e-11
3012769412.4594035,92.7194,4.950841452612932,1.7137243283445625e-11,5.627409327566687e-11
1525435488.6330085,72.2981,6.516976675524063,5.007657509130362e-12,2.5992850034881796e-11
1797519929.1408327,63.488,7.520224387363448,4.431443550671254e-12,1.736995896900922e-11
2236492471.2134633,83.3921,3.109388839681134,3.2251541375501446e-11,7.24804840436435e-11
2909049306.170653,75.7446,6.550487156775907,9.452288946303992e-12,2.8384160437096385e-11
442545025.09595513,66.1011,16.235163861824624,2.340869569897838e-13,8.721817531639717e-12
4913537053.439622,238.207,0.18054325361677,2.1016713877344786e-08,1.0185305831209357e-08
312105107.7649838,67.0914,8.689695896073221,5.762684267174564e-13,1.6787090438550664e-11
822704458.2226158,68.3956,15.4096545615589,4.830489584564829e-13,9.83806581857551e-12
1299852376.7345734,80.2902,9.549453793917921,1.9873303956839198e-12,2.187725592302567e-11
2469072925.8931203,87.9084,3.9341600236197225,2.224144405599637e-11,6.365829899389239e-11
1236123413.0498965,57.4216,18.465456155890166,5.054461082017509e-13,5.786778217061856e-12
120357248.30233245,64.0759,14.018895777974608,8.53842448278943e-14,9.491217424481133e-12
5258222615.884264,171.384,0.44419840566873336,3.715506998386192e-09,2.1429392213432618e-09
741349276.6459994,74.1272,8.470032477118393,1.4407406929456559e-12,2.1024051690250773e-11
615839976.3802775,74.3896,9.324623560673162,9.87502870052429e-13,1.923266372731729e-11
1027812223.2063773,68.8826,11.710067906702097,1.0450283127452896e-12,1.313124633898912e-11
2868954827.280779,87.7766,4.077649837614408,2.4056750205359617e-11,6.123417626648528e-11
729642751.6976676,60.0917,7.561116031886625,1.7793917505974093e-12,1.547709247851688e-11
1101225273.103041,84.4267,6.269855329199882,3.905658216723394e-12,3.684244195797981e-11
4718733392.38264,197.13,0.23457336876291707,1.195641928677354e-08,5.368748235161718e-09
206111603.18866253,62.3696,17.903306761145558,8.965386998215775e-14,7.041399157050038e-12
171671095.36462948,59.3155,9.378948922350162,2.720958654046193e-13,1.2157058878704348e-11
1852657218.7776794,86.4727,5.483170947741364,8.591413200002605e-12,4.4194940388128575e-11
4100664304.69442,101.423,1.725420726306466,1.9204247850280883e-10,1.9320759464189615e-10
505462060.82078534,70.6127,11.987304399173311,4.904317769718084e-13,1.3480015805725721e-11
1008429288.4558606,71.764,5.919102450546206,4.01297858755374e-12,2.819705279897194e-11
849896663.7142013,70.0072,14.08281665190434,5.974756080891493e-13,1.1278262288827734e-11
161027457.92736936,65.0752,11.927959846471804,1.5779771343862236e-13,1.1505649877108358e-11
616814289.9320933,75.0226,10.265426631237084,8.160814865030078e-13,1.7768612580664612e-11
4893297903.749631,145.296,0.47874224977856505,2.9766738309065136e-09,1.4290645951850286e-09
264496604.66489518,56.5266,11.523914968999115,2.776854451953204e-13,8.985701394925565e-12
442072630.6465899,66.4891,9.012105107764985,7.588819744107133e-13,1.5897211783572055e-11
774726896.9589608,78.557,6.122970180100384,2.8810941532258252e-12,3.266283935582214e-11
1369781517.5671685,81.947,9.897697077059345,1.9494679153817015e-12,2.1987621877276664e-11
593755535.8724535,72.6403,11.175081192795986,6.628868490438805e-13,1.5302094178513436e-11
4524431650.428107,174.717,0.2883082373782108,7.588973487802295e-09,3.4313070018176604e-09
270106288.75110716,69.394,9.530558015943313,4.1460176130139467e-13,1.6374641994206878e-11
38396811.337466784,56.1489,19.1879244168881,1.454026318508472e-14,5.3247694116485175e-12
43253616.77000295,52.2824,15.945527015057575,2.371798436691392e-14,5.555439888225367e-12
3600590493.0617065,226.921,0.11086507233540006,4.084297295613576e-08,1.5052232999055088e-08
121242987.89489223,60.7981,7.474313551815767,3.0258480189932857e-13,1.6027102019245025e-11
143194567.4638323,64.437,13.47372305875406,1.0997258018727365e-13,9.986867970286923e-12
472438736.34484786,68.7655,8.967965751402422,8.190128635777165e-13,1.7088091810851624e-11
387555358.724535,62.7752,14.352967227635075,2.6229104631539195e-13,8.897762643611764e-12
938869205.786832,63.8164,7.2232063773250665,2.5088699722152924e-12,1.827178088078432e-11
136403897.25420725,61.5705,17.86507233540006,5.958683617055162e-14,6.876807719445129e-12
228196043.69648656,59.2882,10.999852376734573,2.629465656754042e-13,1.035609375044772e-11
1462976085.0310009,79.1718,7.027457927369353,4.130226075364568e-12,2.890607219801706e-11
3801756716.858577,109.3,1.221434898139947,3.552849239629535e-10,3.1696864196330293e-10
3636669619.131975,55.3571,8.589016829052259,6.873058601729266e-12,1.1562440396698082e-11
2234351933.864777,77.4326,3.768674343076469,2.1933476002460457e-11,5.155910531577618e-11
862267493.356953,76.1837,7.0305580159433125,2.4321789584954575e-12,2.6753501181279497e-11
184056687.33392382,50.9563,26.20814880425155,3.7360442828328734e-14,3.2107443367333467e-12
4000959551.225273,162.97,0.3253616770002953,5.269440084744468e-09,2.645423655537778e-09
2325051668.1428995,79.8561,4.005019191024505,2.0209543853884405e-11,5.160097298959757e-11
1986462946.5603778,75.622,6.217891939769707,7.1635324731229815e-12,2.980570834673723e-11
183628579.86418658,71.6112,8.269855329199883,3.743497581756731e-13,2.009603090603267e-11
674549749.0404489,60.6919,14.838795394154118,4.2711989164371244e-13,8.04468642021203e-12
3641570711.5441394,85.9032,1.5162385591969292,2.2084459738145705e-10,1.5772387807418588e-10
978299379.9822853,78.9993,8.644227930321819,1.8253765392466105e-12,2.339734483730667e-11
896560377.9155595,64.4321,7.772660171242988,2.0690609638271853e-12,1.7309367225808364e-11
984130498.9666371,70.1823,10.389430174195454,1.2711662091838438e-12,1.536419336596571e-11
44744611.75081193,57.8861,9.982137584883377,6.260755544990861e-14,1.0878557937205967e-11
912695600.8266902,63.6937,9.1108650723354,1.532991804317596e-12,1.4430442229920406e-11
945748449.955713,63.4538,8.588426335990553,1.7876461335931698e-12,1.5193155237268426e-11
431561854.14821374,53.781,10.204162976085032,5.778583369969365e-13,9.186004621049608e-12
308370239.14969,64.0249,12.191467375258341,2.8926347668451243e-13,1.0896527928519951e-11
583643342.1907293,58.1513,15.467670504871569,3.4011894035273683e-13,7.0850063443375135e-12
224475937.40773547,63.4486,6.806023029229407,6.756411167347772e-13,1.9168890334752355e-11
577930321.8187187,53.689,7.71169176262179,1.3549062987704128e-12,1.211343370942186e-11
1154694419.8405669,73.9735,4.870386772955418,6.786928441959622e-12,3.6411216016190417e-11
2943962208.444051,89.7745,2.350752878653676,7.427649182012893e-11,1.1110799558344154e-10
1091747859.4626515,73.1883,9.41806908768822,1.7160570071694647e-12,1.8431799889464446e-11
289991142.60407436,61.6775,9.283731916149986,4.691078030685185e-13,1.3279362683933914e-11
4659905521.110128,113.413,0.6068792441688811,1.7640287069158662e-09,6.868623194949383e-10
1227280779.4508414,71.9604,6.267345733687629,4.356219278808091e-12,2.6776251841992055e-11
234278122.23206377,63.2159,8.806761145556539,4.2114573299571953e-13,1.47055994484031e-11
99173309.71361086,61.4159,10.751697667552406,1.1961174477923854e-13,1.1369225924334688e-11
54369648.65662828,58.2835,9.738263950398583,7.993308024051232e-14,1.1304620967279503e-11
404207263.064659,61.7763,7.218039563035134,1.081679757435316e-12,1.7134476017075637e-11
72556834.95718925,59.8787,9.000295246530854,1.2488144721677135e-13,1.2910238613120378e-11
716002361.9722469,73.4487,9.31340419250074,1.1508816301609188e-12,1.8771806767408647e-11
1105284912.9022734,72.14,6.818275760259817,3.3148068204996858e-12,2.4735689088808052e-11
132181871.86300561,65.1444,13.40980218482433,1.0248498944570059e-13,1.0256002192166459e-11
2945084145.261293,116.812,0.29450841452612936,4.734077878340548e-09,1.501493689700415e-09
522955417.77384114,60.9904,11.283731916149986,5.726539404770609e-13,1.0683572544471598e-11
454369648.6566283,62.6553,8.44523176852672,8.88217393819156e-13,1.5064348506185434e-11
147918511.9574845,52.8271,8.7760555063478,2.677669132793867e-13,1.0305296192214452e-11
738824918.807204,67.1481,7.959403602007677,1.6259739594853282e-12,1.8358332410389323e-11
3205742545.025096,134.187,0.47741364038972545,1.9609751952378117e-09,1.2222846656998714e-09
436020076.76409805,66.8641,8.62887511071745,8.164530695926821e-13,1.679106035993229e-11
571833480.9565988,57.7202,3.2418069087688224,7.586271802086795e-12,3.330541200894058e-11
1276542663.1237082,79.8189,4.8816061411278415,7.468664764999971e-12,4.229558533713354e-11
37599645.70416297,53.3058,14.395630351343371,2.5296211613285712e-14,6.396826095825635e-12
248139946.85562444,47.7933,9.74844995571302,3.6404800676155356e-13,7.593548476841004e-12
149734278.12223205,61.203,8.187333923826396,3.1143637210105246e-13,1.4826861029881324e-11
2082875701.2105103,57.6866,7.436226749335695,5.25159481929125e-12,1.4502522935519904e-11
556244464.1275465,72.3894,10.829347505166814,6.612934595303001e-13,1.568172968387733e-11
305284912.9022734,52.6775,9.632270445822261,4.58755318580941e-13,9.336152633883542e-12
205137289.63684678,66.7769,7.419840566873339,5.195036124742934e-13,1.9476200358328044e-11
183953351.04812518,58.9581,12.688810156480661,1.5929385039162286e-13,8.877943126051835e-12
796634189.5482728,61.3711,8.180690876882196,1.6596330791536644e-12,1.4920525947120307e-11
1445822261.5884264,64.3891,5.76070268674343,6.074311926243619e-12,2.3323598000601896e-11
194803661.05698258,47.8352,10.114850900501919,2.6546743254673143e-13,7.331317065381939e-12
1830853262.474166,66.7331,3.234130498966637,2.440459271291074e-11,4.4624294118077635e-11
96176557.42545025,61.7106,13.644227930321819,7.20285051847233e-14,9.045172874924295e-12
1561189843.5193386,63.5244,6.387215825214053,5.335383488566215e-12,2.0474620070613125e-11
429657514.0242102,70.7403,7.167257159728374,1.1661369130486202e-12,2.2627006774326034e-11
110997933.27428402,60.821,10.2195157956894,1.4817923889954244e-13,1.17306774382443e-11
937968703.8677295,53.4401,7.686152937702982,2.2136217346691167e-12,1.2041256342458406e-11
848907587.835843,76.0243,5.9780041334514324,3.311929619971111e-12,3.1332492801346166e-11
2821538234.4257455,131.331,0.44966046648951874,1.945582414291209e-09,1.243071458857946e-09
2606834957.189253,94.6956,1.4332742840271626,1.769245193280326e-10,2.0275734276929646e-10
159816947.15087098,58.9841,11.419102450546205,1.708802998447139e-13,9.873798144727831e-12
95748449.955713,63.9588,8.027753173900207,2.0714613566958832e-13,1.6514023653594747e-11
146324180.69087687,56.8465,13.471361086507235,1.124155145221495e-13,7.773959676763565e-12
272748745.20224386,66.8048,6.115146147032773,1.0169092211699039e-12,2.3651287918448313e-11
174269264.8361382,57.3056,8.24018305284913,3.578328322135621e-13,1.2915272328642127e-11
122955417.77384116,54.5797,11.81369943903159,1.2283126955097874e-13,8.171892980771489e-12
858886920.5786833,69.4974,7.84661942722173,1.9449297373450205e-12,1.994806730665765e-11
197564216.1204606,60.2764,7.018010038382048,5.592595658897082e-13,1.6777487614407605e-11
93209329.79037496,56.6243,13.535281960436963,7.093455957383035e-14,7.676878809981956e-12
131104222.0253912,55.8255,6.932831414230883,3.8030190804519715e-13,1.4568032542607103e-11
2487643932.683791,80.7821,1.7348686152937702,1.1523599148528102e-10,1.2190176301716982e-10
31281369.94390316,51.3328,11.044434602893416,3.575459756697675e-14,7.732015561345474e-12
36123413.049896665,53.1779,9.019338647770889,6.191166668828555e-14,1.0160941988769685e-11
2503055801.5943317,180.043,0.17611455565397108,1.1251570213093342e-08,5.964904979849752e-09
361366991.43785065,52.2477,10.529672276350752,4.544141817956996e-13,8.401673478839225e-12
43726011.21936817,52.9559,11.645261293179805,4.4954636725419334e-14,7.804152884696246e-12
64481842.338352524,50.2124,9.222911130794213,1.056901453828674e-13,8.859316867970066e-12
1429893711.2488928,62.0685,6.40537348686153,4.859011716047558e-12,1.9491458682609785e-11
14939474.461175084,47.5425,9.498080897549453,2.3088552025441258e-14,7.712132200056143e-12
2637378210.806023,134.738,0.309861234130499,3.829755310733405e-09,1.8987126608770205e-09
334499557.1302037,67.0789,8.23575435488633,6.875778595976497e-13,1.7705768404574092e-11
216519043.40124002,60.2845,7.853852967227635,4.893996702092108e-13,1.4995980236829292e-11
384720992.0283437,58.371,9.165042810746973,6.385721794959318e-13,1.2047753378461765e-11
42308827.87127251,52.403,10.326690286389136,5.5314857182909823e-14,8.617820587498004e-12
389740183.0528491,59.6822,6.781665190434012,1.1815051002173987e-12,1.702156948203854e-11
163389430.17419544,55.9392,8.035281960436965,3.528213213794712e-13,1.2620532538194984e-11
2367714791.851196,133.119,0.188957779746088,9.245553976893183e-09,3.0392163377286253e-09
393224092.1169176,60.4734,6.2852081488042515,1.3878224046994098e-12,1.88562534905042e-11
103542958.37023915,54.1022,13.024210215529967,8.510417782843333e-14,7.283242214310656e-12
797815175.6716859,54.5607,6.552406259226454,2.5907992683993283e-12,1.4723306401378724e-11
29716563.33038087,48.9271,11.315766164747565,3.235666552574821e-14,6.855849656565418e-12
145733687.62917036,63.03,4.8111898435193385,8.777848324155023e-13,2.6760142378548077e-11
682580454.6796575,55.5841,6.741806908768822,2.093795849225352e-12,1.485152825775615e-11
9005019.191024505,46.5679,9.890611160318867,1.2834279465600231e-14,7.105530017890473e-12
233982875.7012105,55.8549,8.242397401830528,4.801866482321501e-13,1.226634871165387e-11
36197224.68260998,55.3362,16.70859167404783,1.807709696823666e-14,5.939161272771565e-12
426645999.4095069,61.4637,6.368320047239445,1.4667328570479322e-12,1.9224666698317277e-11
79495128.43224092,57.7258,11.849867139061118,7.893082805703709e-14,9.113238561309333e-12
1395910835.5476823,75.5593,2.642161204605846,2.787867707068673e-11,7.002656762234712e-11
14363743.726011219,48.5542,11.433717153823443,1.5318839458012464e-14,6.682092154305312e-12
52583407.14496604,51.6382,9.529819899616179,8.072581573813921e-14,9.067838921799665e-12
201210510.77649838,57.8774,6.455713020372011,6.731244052309319e-13,1.6815899759630007e-11
238086802.48007086,56.8054,9.607026867434307,3.5965857371271586e-13,1.088520315421208e-11
8060230.2922940655,47.6417,7.737230587540597,1.877195377351742e-14,9.506819745057895e-12
361278417.47859466,60.7567,9.700620017714792,5.352739857700396e-13,1.2332046696185665e-11
978830823.7378211,64.6631,2.4164452317685265,2.3371513095353132e-11,5.6076691881648573e-11
15028048.42043106,51.6222,8.054030115146148,3.230049613452557e-14,1.0722747232290558e-11
766105698.2580454,67.6015,8.0249483318571,1.6585833776530216e-12,1.8455113466039586e-11
184366696.19131976,64.4979,7.424564511366992,4.66308797206285e-13,1.815793526730507e-11
38485385.29672276,53.4003,5.596102745792737,1.7133953555401617e-13,1.651383776164094e-11
1786167700.0295246,69.759,3.0686448184233837,2.6446127650216045e-11,5.1392550156391835e-11
22719220.549158547,56.288,10.768526719811042,2.7315801826102968e-14,9.535020806120136e-12
464673752.58340716,58.8718,8.202539120165339,9.629076273702469e-13,1.3693441734506926e-11
1276306465.899026,74.4301,4.753912016533806,7.87382568189038e-12,3.776525006402812e-11
1285163861.8246236,76.6669,3.9455270150575728,1.1510165493529038e-11,4.8278868630770944e-11
942604074.402126,65.1713,5.418807204015353,4.475638689318919e-12,2.5401266342550476e-11
157617360.49601418,53.2683,10.125036905816357,2.143600878654623e-13,9.082122565841927e-12
24210215.529967524,52.2956,8.950989075878358,4.2129830059621853e-14,9.901604439293323e-12
633776203.1296133,67.083,4.356953055801594,4.654824086003017e-12,3.34725170550684e-11
30129908.473575436,53.501,9.49822852081488,4.656350778982351e-14,9.766242065798632e-12
430410392.677886,61.2477,6.57750221434898,1.3870555329400695e-12,1.8482676645004565e-11
1362178919.397697,67.0627,4.2497785651018605,1.0515614518614236e-11,3.4295889149472983e-11
17596693.23885444,49.3577,10.98287570121051,2.0339114062514125e-14,7.1885294939262195e-12
17301446.70800118,55.7117,10.440803070563922,2.2128282966738657e-14,9.63396838424564e-12
28491290.22733983,49.2339,14.30011809861234,1.942522125682691e-14,5.4933232287002165e-12
16090935.931502804,53.2679,9.014762326542664,2.760615037040604e-14,1.0200540158484161e-11
54413935.63625627,58.4451,14.381606141127843,3.667992699478947e-14,7.697241642131314e-12
18556244.464127548,53.2707,6.751697667552406,5.675409689923384e-14,1.3621035344828385e-11
61263655.15205196,49.5976,16.798641865958075,3.026827474656043e-14,4.745625375490964e-12
2563345143.194567,64.0389,7.890315913788013,5.740522293885659e-12,1.6843782870755165e-11
120490109.24121644,57.4475,11.703867729554178,1.2263817918408482e-13,9.13816850639221e-12
123737821.0806023,56.9223,13.325509300265722,9.71556219957954e-14,7.880020774872638e-12
30454679.657514025,53.8441,8.177295541777385,6.349912677685461e-14,1.148981006683302e-11
2096929436.0791261,142.872,0.24505462060820787,4.868454668609339e-09,2.6994646973000597e-09
137762031.29613227,60.9904,7.254059639799232,3.6500633316025597e-13,1.6618359165006023e-11
2141423088.2787127,155.354,0.1677000295246531,1.0616205299195036e-08,4.663994611746734e-09
38116327.13315619,52.0292,14.58857395925598,2.4969995752428826e-14,6.0135060816549225e-12
99557130.20372011,54.263,12.98819013876587,8.228263660940098e-14,7.346919189083188e-12
445394154.1186891,62.1614,7.612636551520519,1.0715376287390708e-12,1.6449502884879086e-11
209949808.08975494,62.5182,5.422350162385592,9.955738208150434e-13,2.3359937184781735e-11
354989666.37142015,67.0539,6.126365515205197,1.3186908963693316e-12,2.37843605596844e-11
153616770.00295246,61.8189,5.360496014171834,7.45352616161736e-13,2.3103824027788215e-11
297372305.87540597,65.4989,9.773103041039269,4.340788949404886e-13,1.4225968235840752e-11
20962503.690581635,52.8461,6.5,6.917506000752906e-14,1.3923833690447998e-11
790404487.7472689,54.4375,3.2091821671095366,1.0700246010496167e-11,2.992597259965466e-11
276409802.18482435,61.3254,7.635370534396221,6.610378247459595e-13,1.596235484773246e-11
8089754.945379391,48.6123,7.867729554177738,1.8220891660506276e-14,9.733952334227084e-12
10230292.294065544,46.9472,6.9960141718334805,2.914202906140682e-14,1.0209747692594981e-11
2305447298.4942427,111.791,0.2993799822852082,3.586268387289369e-09,1.3528113030512193e-09
189444936.52199587,55.654,8.220106288751106,3.9089601355226487e-13,1.2211292488255911e-11
671493947.4461175,63.0728,5.91585473870682,2.6751011321641976e-12,2.1792799347001353e-11
155078240.3306761,59.851,8.188662533215235,3.2244676417705483e-13,1.4176732607413395e-11
142604074.40212578,46.4789,15.102598169471507,8.716892799794281e-14,4.635603845935413e-12
367980513.7289637,61.0352,9.364038972542073,5.85101891481907e-13,1.2892698627814483e-11
31340419.250073813,55.8643,12.8076468851491,2.663785294222439e-14,7.896700681546394e-12
22955417.773841158,44.0796,9.298937112488929,3.701277827006131e-14,6.771552946814752e-12
1151874815.4709182,73.2337,4.570859167404783,7.686749138139326e-12,3.802510415383599e-11
329155594.92175967,66.0164,4.908916445231768,1.9044214624889657e-12,2.8771621271523742e-11
15839976.380277531,48.7325,11.574402125775022,1.6485058844744784e-14,6.64944067328818e-12
155166814.2899321,52.8643,8.270002952465308,3.163156068728448e-13,1.095129824706657e-11
557956894.0064955,66.2812,4.608355476823148,3.66304125230249e-12,3.089449157998573e-11
133421907.29258929,50.3857,11.303070563920874,1.456020107950837e-13,7.278878223844122e-12
2129096545.615589,129.238,0.29982285208148807,3.302166740721459e-09,1.805352557324972e-09
43903159.13788013,43.2435,10.299527605550635,5.770245164260949e-14,5.883972955781834e-12
921228225.5683496,61.8473,7.905225863596104,2.055283690331304e-12,1.5680991028627342e-11
166209034.5438441,49.1976,7.497638027753174,4.1222923965435426e-13,1.0461878310864302e-11
537407735.4591084,71.0575,5.573368762917036,2.412134169550235e-12,2.9359480573016554e-11
62001771.47918512,53.0343,9.509890758783584,9.558420833296498e-14,9.584830855813596e-12
63478004.13345143,45.6971,14.002361972246828,4.513919070440095e-14,4.833061029444415e-12
524771183.9385888,64.6873,7.933569530558016,1.162427351949417e-12,1.7092898588331246e-11
1605033953.3510482,77.3966,1.9816947150870978,5.6982805485637534e-11,9.7961023448595e-11
1215234720.9920282,77.8722,2.504871567759079,2.7003642441519526e-11,7.845592098423679e-11
323280188.9577797,60.8272,10.00620017714792,4.501671741385774e-13,1.1983198780941575e-11
2034912902.2733984,115.692,0.30277531739002067,3.0948385298582096e-09,1.4326248802905122e-09
